"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"2667",59,"technician","married","professional.course","no","yes","no","telephone","may","fri",1438,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
"2668",60,"unemployed","married","basic","no","no","no","cellular","oct","mon",82,1,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no"
"2669",31,"admin.","married","university.degree","no","no","no","cellular","aug","wed",209,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"2670",38,"technician","married","professional.course","no","no","no","telephone","may","tue",101,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"2671",26,"admin.","single","university.degree","no","no","no","telephone","aug","mon",1087,1,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
"2672",52,"unemployed","married","university.degree","no","no","no","cellular","nov","mon",147,1,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"2673",35,"blue-collar","married","basic","no","no","yes","telephone","jun","mon",782,2,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2674",42,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",232,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"2675",46,"unemployed","divorced","basic","no","yes","no","telephone","jun","tue",231,2,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"2676",40,"technician","married","professional.course","no","no","no","telephone","jun","mon",92,6,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"2677",58,"admin.","married","university.degree","no","no","no","cellular","aug","mon",129,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2678",52,"blue-collar","married","basic","no","yes","no","cellular","jul","thu",156,6,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"2679",30,"admin.","divorced","university.degree","no","no","yes","cellular","nov","tue",198,1,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"2680",44,"blue-collar","married","basic","no","no","no","cellular","aug","mon",135,3,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"2681",30,"management","single","university.degree","no","no","no","telephone","jun","thu",27,7,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"2682",43,"blue-collar","married","basic","no","no","no","cellular","jul","wed",272,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2683",39,"services","single","high.school","no","yes","no","cellular","aug","fri",308,6,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"yes"
"2684",43,"management","married","basic","no","yes","no","cellular","aug","fri",180,1,2,"failure",-2.9,92.201,-31.4,0.869,5076.2,"no"
"2685",37,"admin.","single","university.degree","no","no","no","cellular","oct","fri",416,2,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"yes"
"2686",32,"technician","married","university.degree","no","no","no","cellular","aug","thu",137,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"2687",40,"admin.","single","professional.course","no","yes","no","cellular","may","tue",43,1,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"2688",46,"technician","divorced","university.degree","no","no","no","telephone","jun","fri",1288,3,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"2689",33,"services","single","high.school","no","yes","no","cellular","may","thu",367,2,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2690",49,"management","divorced","university.degree","no","no","no","telephone","may","fri",170,7,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"2691",52,"management","married","high.school","no","no","no","cellular","aug","tue",408,1,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
"2692",31,"admin.","single","university.degree","no","yes","no","cellular","may","mon",244,1,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"2693",32,"blue-collar","married","basic","no","yes","no","telephone","jun","wed",261,1,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"2694",37,"admin.","single","university.degree","no","no","no","cellular","aug","wed",125,11,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"2695",45,"housemaid","married","basic","no","no","no","cellular","aug","thu",76,3,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2696",28,"blue-collar","single","basic","no","no","no","telephone","may","fri",489,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"2697",37,"technician","married","professional.course","no","yes","no","telephone","may","fri",834,9,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"2698",34,"businessman","single","university.degree","no","yes","no","cellular","may","thu",87,1,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2699",39,"services","married","basic","no","yes","no","telephone","may","tue",322,3,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"2700",31,"admin.","single","university.degree","no","yes","yes","telephone","aug","tue",115,2,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"2701",41,"management","married","high.school","no","yes","no","cellular","may","mon",180,2,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"2702",55,"admin.","married","high.school","no","no","no","telephone","oct","mon",317,2,3,"success",-1.1,94.601,-49.5,0.977,4963.6,"no"
"2703",49,"blue-collar","married","basic","no","no","no","cellular","may","tue",135,1,2,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2704",26,"admin.","married","high.school","no","no","no","telephone","jun","fri",120,6,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"2705",38,"management","divorced","university.degree","no","yes","no","cellular","jul","tue",543,9,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"2706",38,"admin.","married","university.degree","no","yes","no","telephone","may","tue",47,5,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2707",49,"housemaid","married","professional.course","no","yes","no","cellular","jul","thu",351,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2708",51,"technician","married","professional.course","no","yes","yes","cellular","aug","thu",246,3,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2709",41,"services","divorced","basic","no","yes","no","telephone","jun","thu",163,1,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"2710",32,"services","married","high.school","no","no","no","telephone","may","thu",175,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"2711",46,"services","married","high.school","no","yes","no","cellular","aug","tue",183,3,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2712",33,"technician","divorced","professional.course","no","no","no","telephone","may","wed",85,4,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"2713",68,"unemployed","divorced","professional.course","no","yes","no","cellular","oct","tue",418,2,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes"
"2714",41,"blue-collar","married","basic","no","yes","no","cellular","apr","fri",69,1,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2715",32,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",460,2,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"2716",29,"admin.","single","university.degree","no","no","no","cellular","may","tue",245,6,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"2717",36,"admin.","married","university.degree","no","yes","no","cellular","may","tue",196,1,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes"
"2718",37,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",212,7,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"2719",36,"admin.","married","university.degree","no","no","no","cellular","aug","mon",147,1,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"2720",33,"unemployed","divorced","professional.course","no","yes","no","cellular","aug","mon",151,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2721",53,"management","married","university.degree","no","yes","yes","telephone","aug","fri",81,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2722",56,"management","married","university.degree","no","yes","no","cellular","jul","tue",90,1,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"2723",33,"management","married","professional.course","no","no","no","cellular","may","thu",578,1,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"2724",48,"admin.","divorced","basic","no","no","no","cellular","jul","tue",1424,4,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
"2725",22,"student","single","high.school","no","no","no","cellular","aug","thu",53,2,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"no"
"2726",50,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",23,9,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2727",58,"unemployed","married","professional.course","no","no","no","cellular","nov","wed",577,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"2728",56,"unemployed","married","professional.course","no","yes","no","cellular","aug","mon",202,5,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2729",53,"businessman","divorced","university.degree","no","no","no","cellular","jul","mon",397,3,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"2730",80,"unemployed","divorced","basic","no","no","yes","cellular","dec","fri",720,5,1,"failure",-3,92.713,-33,0.718,5023.5,"no"
"2731",50,"management","married","university.degree","no","yes","no","telephone","apr","fri",198,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2732",33,"services","single","high.school","no","yes","no","telephone","may","thu",789,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"2733",29,"technician","single","university.degree","no","no","yes","cellular","nov","thu",57,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2734",45,"businessman","single","basic","no","yes","no","cellular","apr","wed",156,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2735",34,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",25,4,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"2736",35,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",690,1,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"2737",46,"admin.","single","high.school","no","no","no","cellular","aug","thu",329,2,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"no"
"2738",33,"admin.","single","high.school","no","yes","no","cellular","aug","tue",195,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2739",51,"admin.","married","university.degree","no","no","no","cellular","nov","tue",104,2,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
"2740",58,"admin.","married","high.school","no","no","no","cellular","aug","thu",214,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"2741",45,"housemaid","single","basic","no","yes","no","telephone","jun","mon",113,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2742",31,"technician","married","high.school","no","yes","yes","cellular","nov","thu",232,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2743",24,"student","single","professional.course","no","no","no","cellular","nov","mon",180,2,1,"failure",-3.4,92.649,-30.1,0.722,5017.5,"no"
"2744",37,"services","divorced","high.school","no","yes","no","telephone","jun","tue",42,4,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2745",48,"technician","married","professional.course","no","no","yes","cellular","jul","wed",266,5,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2746",46,"admin.","married","high.school","no","yes","no","cellular","nov","thu",308,1,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"2747",56,"technician","married","basic","no","yes","no","telephone","may","mon",143,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2748",33,"businessman","single","professional.course","no","yes","no","cellular","jul","tue",85,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2749",42,"blue-collar","married","basic","no","yes","yes","cellular","may","tue",63,4,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"2750",54,"blue-collar","married","basic","no","no","no","cellular","jun","fri",258,2,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
"2751",28,"technician","single","high.school","no","yes","no","telephone","jul","tue",166,6,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"2752",38,"technician","married","high.school","no","no","no","cellular","aug","tue",100,5,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2753",30,"technician","single","university.degree","no","no","no","cellular","sep","thu",327,2,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"2754",55,"technician","married","professional.course","no","yes","no","cellular","oct","tue",182,1,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
"2755",45,"technician","married","professional.course","no","no","no","cellular","jul","wed",158,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2756",25,"admin.","single","high.school","no","yes","no","cellular","jul","thu",418,4,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2757",54,"management","married","high.school","no","no","no","cellular","aug","mon",725,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2758",28,"technician","single","university.degree","no","yes","no","cellular","mar","mon",120,3,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes"
"2759",33,"blue-collar","married","basic","no","yes","no","cellular","nov","wed",244,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"2760",48,"admin.","divorced","university.degree","no","no","no","telephone","jun","fri",94,4,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"2761",36,"technician","married","high.school","no","no","no","telephone","jun","tue",128,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2762",38,"services","single","high.school","no","no","no","cellular","sep","fri",256,2,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
"2763",42,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","fri",153,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2764",24,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",393,3,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2765",33,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",44,1,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"2766",34,"businessman","married","basic","no","no","no","telephone","may","wed",75,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"2767",52,"technician","married","university.degree","no","no","no","cellular","may","thu",211,1,4,"success",-1.8,93.876,-40,0.677,5008.7,"yes"
"2768",29,"admin.","married","high.school","no","yes","no","cellular","may","mon",106,1,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"2769",54,"technician","married","professional.course","no","no","no","cellular","jul","fri",796,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2770",43,"blue-collar","married","basic","no","no","no","telephone","jun","thu",246,2,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"2771",60,"unemployed","married","high.school","no","no","no","cellular","may","thu",181,3,1,"success",-1.8,93.876,-40,0.699,5008.7,"yes"
"2772",49,"admin.","divorced","high.school","no","no","no","cellular","jul","thu",602,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"2773",34,"admin.","married","university.degree","no","yes","no","cellular","may","mon",351,1,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"2774",32,"admin.","married","basic","no","no","no","cellular","jul","mon",77,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2775",54,"unemployed","divorced","university.degree","no","no","no","cellular","nov","fri",296,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"2776",35,"services","married","high.school","no","yes","no","cellular","may","fri",104,4,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"2777",44,"services","married","basic","no","yes","no","telephone","may","fri",109,4,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"2778",63,"unemployed","married","professional.course","no","no","no","cellular","dec","mon",83,4,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"no"
"2779",28,"technician","married","university.degree","no","yes","yes","cellular","may","thu",175,3,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2780",31,"services","married","high.school","no","yes","no","cellular","may","mon",32,2,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"2781",33,"management","married","university.degree","no","no","no","telephone","may","mon",405,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2782",25,"admin.","single","university.degree","no","no","no","cellular","jul","fri",835,1,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"2783",44,"admin.","divorced","university.degree","no","yes","yes","cellular","jun","tue",130,1,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"2784",54,"technician","married","university.degree","no","yes","no","cellular","aug","thu",252,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"2785",54,"housemaid","married","professional.course","no","yes","no","telephone","jun","mon",152,4,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2786",32,"technician","married","professional.course","no","no","no","cellular","may","fri",158,2,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"2787",46,"admin.","married","high.school","no","no","no","cellular","apr","thu",243,1,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"2788",57,"unemployed","divorced","professional.course","no","no","no","telephone","jun","wed",203,1,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"2789",30,"technician","single","professional.course","no","no","no","cellular","nov","thu",214,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2790",54,"management","married","university.degree","no","yes","no","cellular","jul","wed",281,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2791",48,"businessman","married","university.degree","no","yes","no","cellular","nov","tue",141,2,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"2792",28,"services","married","high.school","no","no","no","cellular","jul","tue",171,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2793",37,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",386,2,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"2794",40,"technician","married","basic","no","no","no","telephone","nov","wed",319,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"2795",28,"technician","married","university.degree","no","yes","no","cellular","may","thu",402,1,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"2796",41,"blue-collar","married","basic","no","no","no","telephone","jun","mon",95,1,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"2797",45,"admin.","married","professional.course","no","no","no","cellular","jul","fri",49,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2798",43,"blue-collar","married","basic","no","yes","no","telephone","jun","tue",169,4,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2799",35,"housemaid","married","basic","no","yes","no","cellular","aug","mon",87,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"2800",36,"blue-collar","single","basic","no","yes","no","cellular","may","thu",279,1,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2801",57,"admin.","married","university.degree","no","no","yes","cellular","jul","mon",231,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2802",27,"businessman","married","university.degree","no","no","no","telephone","jul","wed",215,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2803",29,"management","single","university.degree","no","no","no","telephone","may","fri",118,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"2804",54,"services","married","high.school","no","yes","no","telephone","jun","tue",184,5,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"2805",39,"admin.","married","high.school","no","no","no","telephone","may","wed",726,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"2806",36,"blue-collar","married","basic","no","yes","no","cellular","nov","tue",320,1,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"no"
"2807",59,"admin.","married","high.school","no","yes","no","cellular","aug","wed",1019,2,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes"
"2808",56,"technician","married","university.degree","no","no","yes","telephone","jun","mon",69,1,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"2809",51,"technician","divorced","professional.course","no","no","yes","cellular","aug","fri",50,3,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"2810",59,"blue-collar","married","basic","no","yes","no","cellular","aug","tue",258,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2811",31,"services","married","basic","no","yes","no","cellular","jul","wed",537,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"2812",21,"blue-collar","married","basic","no","no","yes","cellular","jul","wed",89,6,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"2813",33,"technician","single","professional.course","no","yes","no","cellular","aug","wed",90,1,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"2814",46,"businessman","single","university.degree","no","no","no","cellular","apr","mon",89,3,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2815",35,"technician","married","university.degree","no","no","yes","cellular","aug","tue",204,2,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"2816",32,"businessman","single","university.degree","no","yes","no","cellular","dec","mon",205,4,1,"failure",-3,92.713,-33,0.706,5023.5,"yes"
"2817",35,"services","married","high.school","no","yes","no","cellular","apr","fri",36,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2818",32,"businessman","single","university.degree","no","yes","no","cellular","may","mon",66,3,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"2819",34,"technician","married","professional.course","no","yes","no","telephone","sep","mon",157,5,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
"2820",60,"unemployed","divorced","high.school","no","no","no","cellular","sep","wed",99,2,2,"failure",-3.4,92.379,-29.8,0.768,5017.5,"no"
"2821",43,"services","divorced","high.school","no","no","no","cellular","jul","mon",388,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2822",58,"technician","married","basic","no","yes","no","telephone","oct","wed",88,1,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"no"
"2823",31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",114,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2824",38,"blue-collar","single","basic","no","no","no","cellular","may","thu",121,2,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"2825",35,"management","married","university.degree","no","no","no","cellular","may","thu",304,1,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"2826",31,"admin.","single","high.school","no","no","no","cellular","jul","wed",75,4,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"2827",30,"businessman","married","professional.course","no","yes","no","cellular","nov","thu",329,2,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2828",41,"services","married","high.school","no","yes","no","telephone","may","tue",59,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2829",53,"blue-collar","married","basic","no","yes","no","cellular","nov","fri",180,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"2830",58,"unemployed","married","basic","no","yes","no","telephone","jun","tue",159,4,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"2831",28,"businessman","single","university.degree","no","yes","no","cellular","mar","fri",186,2,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"yes"
"2832",38,"blue-collar","married","basic","no","no","yes","telephone","may","mon",159,1,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"2833",32,"technician","single","professional.course","no","yes","no","cellular","may","wed",97,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"2834",36,"admin.","married","university.degree","no","no","no","cellular","jun","mon",174,1,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"no"
"2835",27,"blue-collar","married","basic","no","yes","yes","telephone","may","fri",152,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2836",46,"management","married","basic","no","yes","no","cellular","nov","fri",996,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"2837",40,"admin.","married","university.degree","no","no","no","cellular","apr","thu",815,1,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"2838",31,"technician","married","professional.course","no","yes","no","telephone","jun","tue",208,1,0,"nonexistent",-1.7,94.055,-39.8,0.723,4991.6,"yes"
"2839",45,"admin.","married","university.degree","no","yes","yes","cellular","may","fri",300,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"2840",49,"businessman","married","high.school","no","no","no","cellular","may","fri",532,3,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
"2841",52,"businessman","married","university.degree","no","no","no","telephone","may","tue",31,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"2842",53,"admin.","divorced","high.school","no","yes","no","cellular","jun","mon",70,1,1,"failure",-2.9,92.963,-40.8,1.266,5076.2,"no"
"2843",48,"services","single","high.school","no","yes","no","cellular","apr","fri",267,2,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2844",32,"technician","married","professional.course","no","no","no","telephone","jun","thu",805,2,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"2845",34,"blue-collar","single","basic","no","no","no","cellular","nov","wed",127,1,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"2846",35,"technician","married","professional.course","no","no","no","telephone","jun","thu",159,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"2847",38,"student","single","university.degree","no","no","no","telephone","may","thu",619,4,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"2848",53,"technician","single","professional.course","no","yes","no","cellular","nov","wed",1468,3,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"2849",44,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",112,1,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"2850",53,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",159,2,1,"success",-2.9,92.201,-31.4,0.838,5076.2,"no"
"2851",39,"management","single","basic","no","yes","no","cellular","nov","mon",125,1,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"2852",38,"businessman","married","basic","no","no","no","cellular","nov","thu",166,3,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"2853",33,"services","married","high.school","no","yes","no","cellular","jun","wed",274,2,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"yes"
"2854",29,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",225,1,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"2855",33,"unemployed","single","university.degree","no","no","no","cellular","aug","thu",126,2,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"2856",33,"admin.","single","university.degree","no","no","no","cellular","mar","tue",406,2,1,"failure",-1.8,92.843,-50,1.614,5099.1,"yes"
"2857",28,"admin.","single","university.degree","no","no","no","cellular","oct","fri",317,2,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"yes"
"2858",26,"blue-collar","single","high.school","no","no","yes","cellular","jul","wed",111,8,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
